product_name,product_category,price,inventory_level,supplier_name,supplier_contact,date,order_lead_time,demand_quantity,demand_trend,seasonal_discount,Seasonality Factors,weather_condition,product_ID
Portable Solar Phone Charger,Electronics,47.22,1368,Oloo,344-600-7113,2/13/2023,4,16732,-36,0.14,NAN,rainy,17343
Grilled Veggie Burgers,Food - Meat Alternatives,642.41,7192,Mydeo,184-840-8677,5/26/2022,23,9296,63,0.5,NAN,windy,92344
High-Speed HDMI Cable,Electronics,966.87,9874,Fivechat,954-714-6557,4/20/2022,28,84983,-14,0.06,festival,windy,17066
Digital Wireless Camera,Home Security,615.88,8802,Trilia,999-599-3262,12/9/2022,12,94798,-25,0.1,festival,foggy,93345
Classic Black Trousers,Clothing - Pants,393.32,344,Linktype,496-938-7676,10/5/2022,15,94551,32,0.24,holiday,windy,94346
Almond Flour Tortillas,Food - Baking & Cooking,255.52,9762,Skalith,243-520-2135,8/7/2024,16,32825,-90,0.43,festival,cloudy,95347
Chocolate Hazelnut Spread,Food - Spreads,841.7,8638,Yacero,288-761-8345,4/5/2023,26,99593,51,0.46,festival,windy,96348
Vegetable Pizza Rolls,Food - Frozen Foods,414.77,6030,Photospace,510-411-6581,5/26/2023,9,41914,69,0.46,festival,sunny,20349
Insulated Coffee Mug,Kitchen,270.13,8039,Abatz,223-387-1484,12/4/2022,5,46189,12,0.17,NAN,sunny,10350
Miso Soup Starter,Food - Soups,372.89,7989,Gevee,235-963-9561,12/21/2022,27,27034,-97,0.45,festival,cloudy,39085
Children's Backpack,Accessories,117.81,3651,Blogtags,584-653-9083,12/21/2024,2,94535,58,0.29,holiday,sunny,37351
Herb Seasoned Rice,Food - Sides,735.39,2408,Rhyloo,551-275-4893,9/8/2022,14,27065,15,0.32,festival,cloudy,97352
Customizable Wall Calendar,Office,881.99,8961,Thoughtstorm,933-300-7078,8/25/2022,24,80662,25,0.11,holiday,rainy,61353
Portable Massage Gun,Health,181.48,7252,Midel,765-681-2403,3/2/2024,12,71713,-90,0.14,holiday,cloudy,45354
Pet Safety Harness,Pets,362.39,4021,Brainverse,649-592-2073,5/15/2022,23,27543,83,0.34,NAN,sunny,22237
Organic Tomato Soup,Food - Canned Goods,349.85,2680,Zoomdog,448-191-4178,12/9/2024,29,44905,-2,0.15,NAN,cloudy,33355
Cranberry Almond Granola,Food - Breakfast,129.7,7394,Bubblemix,917-195-5653,11/23/2022,10,45615,-15,0.21,festival,sunny,13356
Rainbow Veggie Chips,Food - Snacks,986.71,4714,Oyondu,919-310-3583,11/10/2023,22,27868,25,0.17,festival,sunny,23357
Recipe Book Stand,Kitchen,77.55,6610,Gigaclub,553-305-3540,7/17/2023,6,31574,81,0.13,festival,rainy,10335
Whole Chicken,Food - Meat,657.73,6349,Riffwire,569-225-5764,6/22/2023,28,34561,88,0.34,holiday,windy,31358
Luxe Velvet Blazer,Clothing - Outerwear,408.4,3815,Feedspan,882-460-8201,3/12/2023,6,29303,53,0.16,festival,cloudy,64299
Dark Chocolate Covered Pretzels,Food - Snacks,226.7,1980,Realbridge,422-398-3199,3/26/2024,16,1045,-75,0.27,festival,windy,23359
Marinara Parmesan Baked Ziti,Food - Frozen Meals,882.19,9457,Wordify,207-115-7455,2/4/2023,15,59405,-16,0.16,NAN,rainy,73167
Portable Camping Shower,Outdoor,449.07,7826,Kamba,967-844-0468,8/15/2022,20,52783,-100,0.28,holiday,cloudy,44360
Olive Oil,Food - Condiments,828.64,7424,Tanoodle,152-857-3240,11/26/2023,27,38175,23,0.17,holiday,windy,21361
Kids' Activity Book,Books,474.06,7033,Browsedrive,750-983-1921,5/11/2022,17,4537,100,0.5,holiday,sunny,91362
Rechargeable Electric Screwdriver,Tools,719.8,5937,Oyoloo,915-443-0532,2/25/2022,2,26097,-17,0.18,festival,foggy,58363
Mediterranean Chickpea Salad,Food - Salads,303.94,2240,Babbleopia,208-694-1278,8/6/2024,26,11182,-96,0.29,festival,rainy,43364
Bamboo Cutting Board Set,Kitchen,281.02,3356,Meemm,589-297-9172,11/2/2023,21,36415,-48,0.41,holiday,foggy,10365
Mini Fondue Set,Kitchen,752.94,6837,Realcube,940-778-0486,10/2/2023,25,86642,71,0.15,holiday,rainy,10366
Wireless Gaming Mouse,Gaming,307.79,550,Flashspan,527-585-3614,8/6/2024,14,20260,-27,0.22,holiday,windy,19367
Maple Chipotle Glaze,Food - Condiments,247.14,7711,Thoughtsphere,302-497-3951,7/12/2023,5,64994,32,0.07,holiday,windy,21213
Granola Clusters,Food - Cereal,106.72,8426,Mydeo,350-581-6424,5/15/2024,2,53265,-11,0.3,holiday,cloudy,83368
Creamy Garlic Dressing,Food - Condiments,31.87,6273,Agimba,754-384-3604,7/17/2024,14,45627,17,0.29,NAN,rainy,21369
Chipotle Black Bean Burger,Food - Meats,715.84,3722,Skivee,306-802-4424,4/6/2023,27,54003,-88,0.12,festival,sunny,98370
Pumpkin Spice Latte Mix,Food - Beverages,719.95,711,Viva,710-607-0434,4/5/2022,28,34366,-47,0.29,NAN,cloudy,65371
Balsamic Vinaigrette,Food - Dressings,872.73,4135,Yodo,756-829-6105,4/1/2023,21,82853,-49,0.46,holiday,cloudy,99372
Collapsible Camping Cup,Outdoor,120.1,2663,Trunyx,681-971-5149,8/3/2022,20,86056,71,0.46,festival,foggy,44232
Chocolate Hazelnut Granola,Food - Cereal,799.24,8836,Kare,755-600-7568,11/24/2024,29,16124,-11,0.15,NAN,windy,83373
Chickpea Salad,Food - Prepared Foods,632.24,7635,Wikizz,685-344-2904,11/30/2024,25,66065,41,0.1,festival,windy,75303
Mango Chunks,Food - Frozen Fruits,370.87,5939,Blogpad,324-258-9586,7/5/2023,28,93679,-10,0.3,NAN,rainy,100374
Kids' Building Blocks,Toys,980.61,6582,Chatterbridge,480-667-2808,4/15/2022,30,84754,0,0.27,holiday,rainy,26026
Cinnamon Roll Protein Bar,Food - Snacks,502.11,4018,Fivebridge,969-351-8058,8/2/2024,13,7627,-51,0.17,holiday,foggy,23375
Guitar Tuner,Music,143.19,1191,Quatz,770-996-6975,9/3/2022,27,99629,82,0.18,festival,foggy,36036
Portable Speakers,Audio,891.13,9887,Midel,288-306-0594,7/9/2023,22,73903,-50,0.24,NAN,foggy,49376
Wrap Front Midi Skirt,Clothing - Bottoms,3.78,7011,Quamba,809-757-7878,11/17/2024,14,14997,4,0.23,festival,foggy,52377
Honey,Food - Condiments,764.75,5318,Vidoo,742-870-2137,2/4/2024,15,42663,-72,0.46,NAN,sunny,21225
Luxury Bath Salts,Beauty,667.19,5617,Zoomcast,109-223-3210,11/28/2024,14,43305,25,0.37,NAN,sunny,71163
Eco-Friendly Stainless Steel Straws,Kitchen,308.84,8631,DabZ,921-866-3624,5/12/2023,24,74011,94,0.0,holiday,rainy,10378
Buttermilk Pancakes,Food - Breakfast,36.55,681,Shufflester,686-548-9162,4/6/2024,8,35093,58,0.2,NAN,foggy,13379
Casual Long Cardigan,Clothing - Outerwear,284.88,7137,Fadeo,576-855-6091,1/16/2024,23,18729,72,0.05,NAN,foggy,64380
Multicolored LED Strip Lights,Home,37.91,6459,Jabbersphere,851-536-0494,10/1/2023,20,92345,-59,0.03,NAN,cloudy,16381
Peanut Butter Cookies,Food - Bakery,229.64,5995,Twitterwire,313-114-5903,12/3/2022,26,61443,92,0.35,festival,windy,18382
Hibiscus Tea Bags,Food - Beverages,85.54,4481,Tavu,488-717-7403,1/31/2024,13,97742,-34,0.11,holiday,windy,65383
Sriracha Honey Glaze,Food - Sauces,274.03,1048,Wikibox,727-395-3162,7/17/2024,25,96526,-12,0.0,festival,cloudy,25018
Organic Coconut Sugar,Food - Baking Goods,880.49,7850,Podcat,537-241-5746,3/12/2022,19,47949,10,0.39,NAN,cloudy,70153
Tomato Paste,Food - Canned Goods,275.93,8854,Dabfeed,204-638-7832,5/24/2023,8,63395,39,0.3,holiday,sunny,33384
Jalapeño Cornbread,Food - Bakery,727.06,250,Shuffletag,968-917-9400,3/16/2023,16,93734,25,0.3,NAN,cloudy,18076
Collapsible Folding Chair,Outdoor,52.99,5925,Centizu,579-319-7067,1/31/2023,30,92277,-42,0.45,holiday,rainy,44282
Electric Pressure Cooker,Kitchen,488.99,2727,Photobug,305-950-0409,3/11/2022,25,38928,68,0.06,holiday,windy,10385
Garlic & Herb Goat Cheese,Food - Dairy,439.37,4550,Quatz,780-939-0906,5/5/2023,7,25875,-52,0.29,holiday,windy,38220
Portable Leaf Blower,Outdoor,549.43,4753,Jetwire,142-362-9752,5/31/2023,6,56770,70,0.02,festival,windy,44386
Reflective Safety Vest,Safety,313.36,5635,Twimbo,245-396-4681,11/1/2022,13,89301,91,0.46,festival,sunny,87387
Mediterranean Olives,Food - Condiments,579.57,645,Voomm,230-906-0788,6/11/2022,15,13737,20,0.13,NAN,sunny,21388
Rolling Cooler,Outdoor,740.18,5164,Yodoo,143-741-0335,12/30/2022,7,2797,-66,0.09,NAN,rainy,44389
High-Quality Yoga Block,Fitness,242.76,5455,Leenti,263-844-5403,12/16/2022,15,63443,100,0.19,NAN,foggy,46390
Sliced Turkey Breast,Food - Deli Meats,402.88,878,Talane,318-557-3185,4/7/2022,15,29326,18,0.32,holiday,windy,101391
Crispy Onion Rings,Food - Frozen Foods,932.42,8498,Feedspan,369-727-6286,2/14/2023,13,3268,-72,0.41,festival,foggy,20392
Portable Leaf Blower,Outdoor,31.9,4696,Quamba,976-514-9238,7/30/2024,4,69409,37,0.44,holiday,cloudy,44386
Air Purifier,Home,803.54,6041,Oyoloo,618-672-6275,6/28/2022,30,14083,10,0.35,NAN,rainy,16393
Wireless Game Controller,Gaming,361.63,1094,Rhyzio,654-301-8835,9/14/2023,30,34466,63,0.14,festival,cloudy,19394
Safety First Aid Kit,Health,66.23,3522,Eire,857-523-6635,1/1/2022,4,68902,-75,0.18,festival,windy,45395
Magnetic Whiteboard,Office,429.68,4536,Talane,846-774-4173,12/12/2022,2,28915,45,0.05,NAN,foggy,61109
Electric Meat Grinder,Kitchen,235.66,2803,DabZ,891-595-4375,9/2/2024,24,76669,-84,0.41,festival,rainy,10396
Frozen Mixed Berries,Food - Frozen Foods,305.31,7158,Linkbuzz,392-664-9470,10/17/2024,7,30002,21,0.33,NAN,foggy,20397
Herb Garden Planter Box,Garden,97.98,6134,Browsezoom,840-339-8642,7/17/2024,19,6531,-12,0.3,holiday,cloudy,34398
Pleated Midi Dress,Clothing - Dresses,762.78,7398,Fanoodle,771-955-8013,7/23/2022,20,35007,83,0.06,NAN,rainy,24399
Tahini,Food - Condiments,111.36,862,Vitz,187-419-6936,1/20/2022,17,9514,-52,0.39,holiday,rainy,21400
Shredded Cheese,Food - Dairy,205.94,6711,Shufflebeat,436-892-2596,1/13/2024,25,41885,21,0.37,holiday,windy,38302
Gardening Gloves,Garden,988.74,1000,Eazzy,680-529-1898,4/30/2023,3,44065,67,0.19,NAN,foggy,34269
Watercolor Paint Set,Art Supplies,487.91,2607,Quinu,526-443-3598,11/4/2022,5,83506,-53,0.12,NAN,windy,102401
Stainless Steel Straws,Kitchen,938.5,154,Jamia,898-702-7450,9/15/2022,25,16561,7,0.45,NAN,windy,10114
Travel Eye Mask with Ear Plugs,Travel,229.7,7583,Flipopia,395-849-5604,11/30/2024,4,24414,36,0.14,holiday,windy,51402
Frozen Chicken Nuggets,Food - Frozen Foods,513.48,2104,Buzzshare,207-465-7954,4/6/2022,13,36478,-18,0.05,festival,windy,20403
Heavy-Duty Utility Tote,Accessories,545.57,280,Feedbug,595-535-9119,9/13/2022,6,61584,32,0.03,festival,cloudy,37404
Multi-Purpose Plant Care Tool,Garden,915.82,3774,LiveZ,989-340-6281,12/15/2024,21,8114,-59,0.16,NAN,windy,34405
Sea Salt Caramel Popcorn,Food - Snacks,548.82,9595,Blogspan,496-542-8828,7/19/2022,8,2342,98,0.03,NAN,cloudy,23406
Cauliflower Pizza Crust,Food - Frozen Foods,451.17,7539,Brainlounge,473-626-0344,3/28/2023,1,30216,-96,0.03,NAN,cloudy,20407
Foot Massager,Health,889.1,6264,Skippad,669-907-5052,5/4/2024,4,68199,48,0.38,festival,cloudy,45408
Fitness Tracker Watch,Wearable Tech,239.49,68,Skyba,378-791-1975,8/2/2022,12,11289,59,0.11,NAN,foggy,103409
Video Camera,Electronics,966.11,6484,Meetz,205-932-0205,4/16/2022,8,87965,-38,0.07,holiday,cloudy,17132
Spicy Tuna Rolls,Food - Seafood,365.84,2749,Trilia,453-581-7288,4/13/2023,2,99072,-87,0.1,holiday,rainy,55410
Cold Brew Coffee Maker,Kitchen,589.54,2741,Meedoo,617-735-1835,11/2/2024,21,42842,57,0.02,festival,cloudy,10411
Pumpkin Waffles,Food - Breakfast,98.51,9576,Realblab,856-604-4658,7/18/2022,19,45218,55,0.48,holiday,sunny,13101
Sports Windbreaker,Clothing - Outerwear,487.04,3384,Jaxbean,712-944-8423,7/6/2023,22,20859,75,0.14,holiday,windy,64412
Smart Light Switch,Smart Home,741.73,6101,Vitz,126-317-0170,12/27/2023,14,34632,28,0.02,festival,sunny,57088
Mechanical Pencil Set,Office,532.17,1854,Zoombeat,697-668-7253,4/6/2023,16,27669,-17,0.02,festival,rainy,61413
Faux Fur Coat,Clothing - Coats,969.11,2920,Yoveo,825-377-8940,9/8/2022,17,30369,-32,0.5,holiday,cloudy,104414
Stainless Steel BBQ Grill Set,Outdoor,188.9,2842,Dynava,203-888-2696,12/31/2022,7,10609,-68,0.43,festival,cloudy,44415
DIY Candle Kit,Crafts,31.66,852,Plambee,305-459-3294,6/3/2024,7,45502,-78,0.12,NAN,foggy,53074
Acoustic Guitar,Music,918.51,9463,Nlounge,645-956-1108,1/5/2022,5,93315,-97,0.07,holiday,cloudy,36416
Travel Beach Blanket,Outdoor,864.36,5648,Edgeclub,928-369-2067,2/9/2024,10,76846,-67,0.06,festival,cloudy,44417
Almond Crunch Granola Bars,Food - Snacks,553.7,6539,Brainlounge,242-831-8506,6/4/2023,19,81891,45,0.17,holiday,rainy,23418
Almond Flour Cookies,Food - Bakery,322.77,1899,Skidoo,375-863-8666,2/5/2023,21,64203,54,0.45,NAN,foggy,18419
Coconut Granola,Food - Snacks,452.19,3873,Aimbu,760-443-2177,3/17/2022,11,80305,-67,0.12,NAN,windy,23272
Pasta Primavera,Food - Frozen Foods,189.05,8127,Trunyx,282-294-6160,7/6/2023,7,76813,-99,0.42,NAN,sunny,20011
Peanut Butter Pretzel Bites,Food - Snacks,860.1,598,Gigashots,922-256-5177,9/26/2023,24,60338,46,0.39,holiday,foggy,23154
Window Blinds,Home,810.26,663,Realfire,661-802-2866,4/15/2022,25,57781,39,0.41,festival,cloudy,16420
Honey Sesame Chicken Mix,Food - Frozen Meals,589.07,4300,Feedspan,238-497-1065,1/16/2023,4,43293,41,0.31,holiday,rainy,73421
USB Desk Fan,Home,19.63,9582,Feedfish,592-824-2318,1/21/2022,3,36565,30,0.39,NAN,foggy,16422
Fleece Lined Leggings,Clothing,158.01,8040,Tavu,358-553-4087,6/29/2023,5,78998,-4,0.33,holiday,sunny,15423
Pork Tenderloin,Food - Meat,402.2,679,Realfire,261-748-0753,7/21/2022,4,86855,70,0.45,holiday,foggy,31424
Honey Glazed Carrots,Food - Produce,475.68,998,Oyoba,348-326-3335,2/21/2024,9,16606,94,0.33,holiday,sunny,28097
Compact Umbrella,Accessories,964.75,2900,Tazz,624-475-2593,4/22/2024,16,52329,-36,0.09,holiday,rainy,37112
Biodegradable Dog Waste Bags,Pets,489.05,5557,Flipbug,566-692-1468,9/19/2024,10,20340,-88,0.01,holiday,rainy,22425
Solar Power Bank,Electronics,418.48,2627,Myworks,801-223-4130,9/20/2024,2,38876,93,0.46,holiday,foggy,17426
Hydration Backpack,Outdoor,661.26,6061,Mudo,509-607-8510,4/25/2024,5,24604,43,0.38,NAN,foggy,44427
Chili Garlic Sauce,Food - Condiments,857.91,4221,Twiyo,577-398-9144,11/17/2023,8,48997,-90,0.18,NAN,sunny,21428
Suction Cup Hooks,Home,684.94,9326,Jazzy,964-233-2492,5/8/2024,24,45617,71,0.08,holiday,foggy,16429
Apple Juice,Food - Beverages,594.87,4305,Feednation,991-289-0771,5/25/2023,22,56360,5,0.49,holiday,cloudy,65143
Luxury Rolling Makeup Case,Beauty,433.71,8886,Meevee,366-106-3366,11/20/2022,15,60503,-88,0.05,NAN,windy,71430
Dog Training Clicker,Pets,797.16,8127,Yamia,796-263-3692,2/28/2024,14,53470,-85,0.04,NAN,windy,22431
Chocolate Raspberry Tart,Food - Bakery,448.43,4838,Zooveo,796-290-6822,12/16/2022,19,55003,-33,0.26,holiday,sunny,18432
Plant Watering Spikes,Garden,163.66,8063,Yadel,531-619-7841,5/17/2023,7,50535,-64,0.31,festival,cloudy,34433
Car Escape Tool,Automotive,899.63,2996,Thoughtbridge,556-718-6912,5/29/2022,28,6425,-60,0.18,holiday,cloudy,56108
Vegetable Lentil Soup,Food - Canned Goods,845.86,6090,Kanoodle,645-863-6772,7/15/2023,30,37782,-92,0.24,holiday,windy,33434
Stainless Steel Travel Mug,Kitchen,816.41,4880,Eadel,219-169-3921,1/24/2022,17,79588,42,0.12,festival,rainy,10435
Coffee Subscription Service,Food,629.47,5119,Yozio,586-929-1675,3/6/2023,29,96164,-39,0.12,NAN,cloudy,88312
Watercolor Paint Set,Art Supplies,935.97,8846,Oba,943-852-7612,4/7/2022,26,60200,-68,0.39,holiday,foggy,102401
Smartphone Gimbal Stabilizer,Photography,506.87,3451,Reallinks,590-823-9711,7/23/2024,8,98882,14,0.42,holiday,rainy,67436
Silicone Baking Mat,Kitchen,299.74,4831,Skiba,425-990-2867,12/8/2022,13,46534,-15,0.34,holiday,rainy,10437
Balsamic Vinegar,Food - Condiments,879.49,4756,Lazz,765-947-3263,7/17/2024,21,27707,-49,0.14,festival,rainy,21438
Organic Coconut Sugar,Food - Baking Goods,289.36,1990,Shufflebeat,392-783-4099,4/24/2024,14,72163,79,0.03,holiday,windy,70153
Pecan Nuts,Food - Snacks,619.27,6110,Photojam,714-891-3296,11/9/2023,3,30636,-39,0.45,NAN,rainy,23439
Cable Knit Cardigan,Clothing - Outerwear,936.95,8215,Youfeed,507-401-3134,7/9/2023,8,25810,47,0.35,festival,foggy,64440
Canned Black Beans,Food - Canned Goods,599.82,1019,Skipfire,975-499-3239,9/15/2024,18,44185,-16,0.43,NAN,windy,33441
Smart Thermostat with Wi-Fi,Smart Home,656.28,933,Talane,703-956-6713,7/2/2022,22,13750,99,0.02,festival,foggy,57442
Lentil Vegetable Stew,Food - Canned Soups,413.27,2747,Tagchat,481-768-6169,2/2/2023,8,432,-63,0.24,NAN,sunny,105443
Inflatable Party Cooler,Outdoor,377.06,6400,Shuffletag,325-585-0470,7/5/2024,9,58480,27,0.1,holiday,windy,44444
Patterned Knit Scarf,Clothing - Accessories,560.39,4234,Youspan,615-751-1089,7/19/2024,27,48209,-82,0.34,holiday,cloudy,63445
Basketball,Sports,805.34,7900,Zoomzone,843-968-4093,9/20/2024,29,24812,45,0.32,holiday,foggy,32446
Luxury Bathrobe,Clothing,100.01,6647,Twimbo,442-812-7502,6/16/2024,23,76885,33,0.22,festival,cloudy,15006
Digital Kitchen Timer,Kitchen,485.27,9969,Zoovu,197-788-6415,12/22/2024,11,13384,-62,0.35,holiday,rainy,10447
Wooden Puzzle Game,Toys,807.13,6051,Dynabox,456-605-0655,11/28/2023,2,75202,66,0.22,NAN,rainy,26448
Smart Thermos,Fitness,69.18,7864,Riffwire,816-783-9060,5/3/2024,29,41646,-69,0.21,festival,cloudy,46449
Organic Almonds,Food - Nuts,777.0,6086,Jabbertype,841-635-7480,12/22/2023,21,98169,-91,0.27,holiday,rainy,48450
Smart Plug,Smart Home,140.33,5853,Meembee,368-383-2787,12/31/2022,19,47478,-85,0.37,NAN,cloudy,57217
Fresh Basil,Food - Produce,515.17,5104,Mynte,171-950-3447,4/29/2024,30,77300,-99,0.34,NAN,foggy,28451
Organic Tomato Ketchup,Food - Condiments,296.7,2363,Zoombeat,300-698-9706,3/17/2024,8,61915,-63,0.35,holiday,rainy,21452
Garden Tool Set with Carrying Bag,Garden,830.56,2475,Twimbo,242-134-8010,11/5/2023,7,43738,43,0.35,NAN,windy,34453
Digital Kitchen Timer,Kitchen,737.78,6759,Fliptune,173-730-9155,4/21/2024,21,75699,-33,0.43,NAN,sunny,10447
Maple Almond Granola,Food - Breakfast,631.9,144,Meejo,273-132-7887,1/16/2022,7,54625,-49,0.28,NAN,cloudy,13454
Pet Hair Removal Brush,Pets,94.87,2510,Rhyzio,752-369-2981,12/30/2024,18,11782,68,0.48,holiday,cloudy,22455
Ultra-Thin Laptop Sleeve,Accessories,413.57,8852,Devshare,692-224-0451,5/16/2024,21,54681,-26,0.04,holiday,rainy,37456
Organic Almonds,Food - Nuts,767.95,6991,Ooba,119-968-9951,8/27/2023,28,85573,-10,0.5,festival,sunny,48450
Honey Sesame Cashews,Food - Snacks,12.02,8210,Skilith,523-587-8229,8/17/2022,10,12777,24,0.41,festival,sunny,23457
Almond Joy Munch Bars,Food - Snacks,278.78,7828,Latz,608-571-8944,10/7/2023,28,61629,89,0.38,holiday,cloudy,23458
Kitchen Knife Sharpening System,Kitchen,472.72,8628,Yamia,559-294-5624,4/19/2023,22,53326,-95,0.1,holiday,windy,10459
Caramel Sauce,Food - Condiments,228.1,4773,Linkbuzz,185-243-3706,12/24/2024,9,84289,-80,0.23,NAN,foggy,21155
Organic Coconut Sugar,Food - Baking Goods,918.91,5908,Twiyo,801-534-1251,6/29/2022,27,94470,51,0.31,festival,sunny,70153
Vegetable Korma,Food - Frozen,350.27,5998,Avavee,488-404-9842,4/13/2024,6,59127,-1,0.1,holiday,foggy,50460
Pet Training Pads,Pets,708.53,7391,Dynabox,155-747-7287,8/26/2022,1,3321,41,0.24,festival,rainy,22461
Magnetic Phone Case,Accessories,495.75,1394,Skimia,536-501-8319,4/11/2024,22,49608,54,0.25,NAN,foggy,37462
Compact Umbrella,Accessories,337.85,4040,Cogidoo,163-246-4826,3/24/2022,27,46122,-75,0.29,NAN,sunny,37112
Kids' Science Experiment Kit,Toys,378.79,6207,Voomm,367-556-4841,5/19/2022,20,43258,-56,0.42,festival,cloudy,26187
Non-Slip Yoga Socks,Fitness,222.17,7171,Quatz,870-416-9534,11/23/2023,14,59282,22,0.21,holiday,windy,46463
Biodegradable Dog Waste Bags,Pets,744.2,3886,Linktype,572-604-1546,12/7/2024,11,17234,-68,0.11,holiday,cloudy,22425
Classic Bagels,Food - Bakery,246.53,9408,Zoomzone,208-507-5260,10/27/2024,19,18665,3,0.25,festival,sunny,18464
Nail Polish Set,Beauty,291.28,3344,Twinte,571-238-1901,10/9/2024,25,24759,-68,0.37,NAN,rainy,71465
Spicy Roasted Nuts,Food - Snacks,458.9,5075,Devshare,407-863-8366,10/4/2024,30,95428,-17,0.16,festival,rainy,23466
Wireless Printer,Office,733.13,9526,Vimbo,895-940-1916,5/5/2024,18,94061,60,0.38,NAN,sunny,61467
Almond Flour Biscuits,Food - Bakery,56.11,9709,Innojam,460-739-9430,6/19/2024,26,3084,-20,0.34,holiday,cloudy,18222
Luxe Velvet Blazer,Clothing - Outerwear,982.79,9032,Skynoodle,878-250-4742,10/17/2023,11,23995,46,0.24,NAN,cloudy,64299
Organic Tomato Soup,Food - Canned Goods,846.73,3007,Gigazoom,963-240-3422,8/9/2022,13,73524,-29,0.41,NAN,foggy,33355
Free-Range Eggs,Food - Dairy,599.15,6647,Wikido,731-456-3894,12/7/2023,8,48410,-99,0.01,holiday,sunny,38468
Apple Cinnamon Granola,Food - Breakfast,695.64,3291,Voonix,305-351-5755,11/26/2023,15,61902,10,0.08,NAN,windy,13469
Smart Doorbell,Smart Home,744.48,6954,Gigazoom,960-342-2238,1/7/2024,10,36769,56,0.1,festival,foggy,57470
Organic Almonds,Food - Nuts,797.37,5393,Skinder,835-367-2918,7/31/2022,28,49843,-52,0.06,NAN,foggy,48450
Cold Brew Coffee Concentrate,Food - Beverages,308.74,1234,Flipbug,470-938-2412,7/3/2024,6,67438,-53,0.22,NAN,cloudy,65130
Vegetable Lentil Soup,Food - Canned Goods,414.05,6327,Skalith,654-772-8306,6/20/2023,27,49023,22,0.11,NAN,sunny,33434
Electric Griddle,Kitchen,599.21,8444,Gabcube,139-277-4661,6/18/2023,22,98931,96,0.39,holiday,sunny,10471
Cauliflower Crust Pizza,Food - Freezer,275.87,1406,Oba,907-315-9581,3/14/2023,12,56694,-50,0.12,holiday,rainy,80226
Organic Green Apples,Food - Produce,773.43,398,Oyoyo,962-966-5004,10/7/2023,30,46883,3,0.03,NAN,cloudy,28472
Outdoor Mosquito Repellent Lantern,Outdoor,711.85,1156,Dabjam,379-372-2119,3/3/2024,15,41087,-26,0.02,festival,cloudy,44473
Insulated Cooler,Outdoor,9.54,9377,Blogtag,590-527-6181,6/24/2023,3,16950,29,0.0,NAN,sunny,44474
Chickpea Pasta,Food - Pasta,552.68,6801,Thoughtsphere,212-208-5918,12/17/2022,2,92925,83,0.32,holiday,rainy,12475
